video_id,title,description,iframe,link
N2fJ6WPI5xI,Calculo de limites por teoremas Ejercicios 19 y 20 de Stewart a,"Calculo de limites usando las leyes de los limites.
Ejercicios 19 y 20 del Capitulo 2 Sección 3 de la 4ta edición del libro de calculo de una variable conceptos y contextos de James Stewart

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada


===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FXuL/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/N2fJ6WPI5xI"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/N2fJ6WPI5xI
4LsmLpztTMg,Calculo de limites por teoremas Ejercicios 17 y 18 de Stewart a,"Calculo de limites usando las leyes de los limites.
Ejercicios 17 y 18 del Capitulo 2 Sección 3 de la 4ta edición del libro de calculo de una variable conceptos y contextos de James Stewart.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FXuK/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/4LsmLpztTMg"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/4LsmLpztTMg
He7_gKjw5go,Transformada de Fourier - Ejercicio 6,"Sexto ejercicio de la serie de ejercicios resueltos de transformada de fourier.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FXuH/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/He7_gKjw5go"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/He7_gKjw5go
Gbc0PGwT_nY,Transformada de Fourier - Ejercicio 5,"Quinto ejercicio de la serie de ejercicios resueltos de transformada de fourier.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FXuG/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Gbc0PGwT_nY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/Gbc0PGwT_nY
CspxxGyikRU,Transformada de Fourier - Ejercicio 4,"Cuarto ejercicio de la serie de ejercicios resueltos de transformada de fourier.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FXuE/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/CspxxGyikRU"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/CspxxGyikRU
jjY2tQmd94E,Transformada de Fourier - Ejercicio 3,"Tercer ejercicio de la serie de ejercicios resueltos de transformada de fourier.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FXuF/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/jjY2tQmd94E"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/jjY2tQmd94E
RtUkNDFowO4,Transformada de Fourier - Ejercicio 2,"Segundo ejercicio de la serie de ejercicios resueltos de transformada de fourier.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FXuD/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/RtUkNDFowO4"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/RtUkNDFowO4
2PkxgrKkzzI,Transformada de Fourier - Ejercicio 1,"Ejercicios resueltos de transformada de Fourier. Este el primer ejecicio.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FXbK/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/2PkxgrKkzzI"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/2PkxgrKkzzI
sRUubDmulFg,integrales dobles sobre regiones polares generales - Ejemplo 1,"Es este video hago un ejemplo de como calcular un integral doble sobre un región polar general.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FWpG/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/sRUubDmulFg"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/sRUubDmulFg
7BQhpkI_hJ8,Integrales dobles sobre regiones polares generales (Intro),"Introducción a las integrales dobles en coordenadas polares sobre regiones generales

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FWpF/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/7BQhpkI_hJ8"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/7BQhpkI_hJ8
iGbdFWAEFTQ,Calculo de limites por teoremas - Ejercicios 13 y 14 de Stewart,"Calculo de limites usando las leyes de los limites.
Ejercicios 13 y 14 del Capitulo 2 Sección 3 de la 4ta edición del libro de calculo de una variable conceptos y contextos de James Stewart.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FVnA/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/iGbdFWAEFTQ"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/iGbdFWAEFTQ
cZIZstVW3RY,Calculo de limites por teoremas Ejercicios 11 y 12 de Stewart,"Calculo de limites usando las leyes de los limites.
Ejercicios 11 y 12 del Capitulo 2 Sección 3 de la 4ta edición del libro de calculo de una variable conceptos y contextos de James Stewart.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FVmz/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/cZIZstVW3RY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/cZIZstVW3RY
fh7XCrp39Mc,Calculo de limites por teoremas Ejercicios 9 y 10 de Stewart,"Calculo de limites usando las leyes de los limites.
Ejercicios 9 y 10 del Capitulo 2 Sección 3 de la 4ta edición del libro de calculo de una variable conceptos y contextos de James Stewart.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FVmy/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/fh7XCrp39Mc"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/fh7XCrp39Mc
gK6Ecj3vaZA,Calculo de limites por teoremas Ejercicio 8 de Stewart,"Calculo de limites usando las leyes de los limites.
Ejercicio 8 del Capitulo 2 Sección 3 de la 4ta edición del libro de calculo de una variable conceptos y contextos de James Stewart.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FVmx/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/gK6Ecj3vaZA"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/gK6Ecj3vaZA
AYy_InSfjic,Calculo de limites por teoremas - Ejercicio 7 de Stewart,"Calculo de limites usando las leyes de los limites.
Ejercicio 7 del Capitulo 2 Sección 3 de la 4ta edición del libro de calculo de una variable conceptos y contextos de James Stewart.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FVmw/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/AYy_InSfjic"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/AYy_InSfjic
5-dVGqG4mp8,Calculo de limites por teoremas - Ejercicios 5 y 6 de Stewart,"Calculo de limites usando las leyes de los limites.
Ejercicios 5 y 6 del Capitulo 2 Sección 3 de la 4ta edición del libro de calculo de una variable conceptos y contextos de James Stewart.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FVmv/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/5-dVGqG4mp8"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/5-dVGqG4mp8
NkkO-hZpmBA,Calculo de limites por teoremas - Ejercicio 3 y 4 de Stewart,"Calculo de limites usando las leyes de los limites.
Ejercicios 3 y 4 del Capitulo 2 Sección 3 de la 4ta edición del libro de calculo de una variable conceptos y contextos de James Stewart.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FVmu/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/NkkO-hZpmBA"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/NkkO-hZpmBA
TUqcdTkbkvM,Calculo de limites por teoremas - Ejercicio 2 de Stewart,"Calculo de limites usando las leyes de los limites.
Ejercicio 2 del Capitulo 2 Sección 3 de la 4ta edición del libro de calculo de una variable conceptos y contextos de James Stewart.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FVmt/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/TUqcdTkbkvM"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/TUqcdTkbkvM
Gv-ry11jhNo,Calculo de limites por teoremas - Ejercicio 1 de Stewart,"Calculo de limites usando las leyes de los limites.
Ejercicio 1 del Capitulo 2 Sección 3 de la 4ta edición del libro de calculo de una variable conceptos y contextos de James Stewart.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FVms/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Gv-ry11jhNo"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/Gv-ry11jhNo
AZVqj2Vb5Ms,integrales dobles sobre regiones polares Ejemplo 3,"===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FTg5/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/AZVqj2Vb5Ms"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/AZVqj2Vb5Ms
AaFDclzDr3o,integrales dobles sobre regiones polares Ejemplo 2,"===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FTg4/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/AaFDclzDr3o"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/AaFDclzDr3o
e5zacYV6gDc,Integrales dobles sobre regiones polares Ejemplo 1,"Este es el primer ejemplo de integrales dobles sobre regiones polares. Integramos una función donde la region D es una circunferencia de radio 5.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FTg3/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/e5zacYV6gDc"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/e5zacYV6gDc
b_5LK57O0xY,integrales dobles sobre regiones polares (Diferencial de área polar),"En este video explico como cambiar una integral doble de rectangulares a polares. También demuestro como es el diferencial de área en polares.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FTg2/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/b_5LK57O0xY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/b_5LK57O0xY
NbVWYmC2x7I,Integrales dobles sobre regiones polares  ¿Que es una region polar?,"En el siguiente video explico por que alguna regiones de integración en integrales dobles conviene cambiarlas a coordenadas polares para hacer que la región sea mas fácil de integrar.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com

Help us caption & translate this video!

http://amara.org/v/FTg1/","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/NbVWYmC2x7I"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/NbVWYmC2x7I
AgjOjJs3TXE,Grafica de girasol en [R],"En este video explico que es y como se hace una gráfica de girasol en [R].
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/AgjOjJs3TXE"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/AgjOjJs3TXE
SRa8MkpxUjs,Graficando usando la funcion jitter en [R],"===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/SRa8MkpxUjs"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/SRa8MkpxUjs
RlhvZ-90PmI,Graficas de burbujas en [R],"En este video explico como hacer gráficas de burbujas usando el programa R.

Dataset : http://datasets.flowingdata.com/crimeRatesByState2005.tsv

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/RlhvZ-90PmI"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/RlhvZ-90PmI
tVreUxYjPQs,Graficas en [R] Función Points,"En este video explico como, graficar un punto en [R], como graficar dos gráficas de dispersion en la misma ventana en [R], como cambiar el carácter usado para hacer la gráfica de cada punto y como cambiar el color de la gráfica en R.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/tVreUxYjPQs"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/tVreUxYjPQs
J_gNWxRG2JI,Graficando usando [R] Basico,"Este video es parte del curso de [R]. Aquí explico como hacer una gráfica básica del tipo XY donde en X tengo los valores del eje horizontal y en Y tengo los valores de eje horizontal.
Es una introducción y es parte de un curso de R.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/J_gNWxRG2JI"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/J_gNWxRG2JI
ynBoxNhFlkc,"Planos en el espacio ejemplos 3, 4 y 5","En este video resolveremos los siguientes ejercicios,

Ejemplo 3
Encuentre la ecuación del plano que pasa por el punto  [2, 4, 6] y es paralelo al plano z = x + y

Ejemplo 4 1:59
Encuentre la ecuación del plano que pasa por los puntos [0, 1, 1], [1, 0 ,1 ] y [1, 1, 0].

Ejemplo 5. 8:42
Encuentre el punto  en el que la recta x = 1 + 2t, y = 4t, z = 2 - 3t intercepta al plano x + 2y - z = 1

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/ynBoxNhFlkc"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/ynBoxNhFlkc
-MuMSIew1Oo,Planos en el espacio ejemplos 1 y 2,"En este video resolveremos los siguientes ejercicios,

Ejemplo 1.
Encuentre la ecuación del plano que pasa por el origen y es perpendicular al vector i - 2j + 5k

Ejemplo 2. 1:33
Encuentre la ecuación del plano que pasa  por el punto [2, 0, 1] y perpendicular a la recta  x = 3t,  y = 2 - t, z= 3 +4t.



===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/-MuMSIew1Oo"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/-MuMSIew1Oo
FUdihyhQfOs,Ecuación de un plano,"En este video demuestro la ecuación vectorial y rectangular de un plano en el espacio.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/FUdihyhQfOs"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/FUdihyhQfOs
kpXY9l8EAE4,Locus de un sistema clase I,"En este video calcularemos el locus de un sistema con clase I.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/kpXY9l8EAE4"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/kpXY9l8EAE4
HU7_ViBZ354,Locus del sistema clase PT1,"En este video encontraremos el locus de un sistema clase PT1.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/HU7_ViBZ354"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/HU7_ViBZ354
uWHyyMLvYbo,Locus del sistema clase P,"En este video calcularemos el Locus de un sistema clase P.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/uWHyyMLvYbo"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/uWHyyMLvYbo
AUXlTdMTL1c,paso de frecuencia y locus de un sistema,"En este video explico que es la función de paso de frecuencia de un sistema lineal y cual es el locus o diagrama de lugar del sistema.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/AUXlTdMTL1c"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/AUXlTdMTL1c
2R2OBvRE0pQ,Teorema de Tchebysheff ejemplos,"En este video resuelvo dos problemas que usan el teorema de Tchebyscheff.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/2R2OBvRE0pQ"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/2R2OBvRE0pQ
1P5wCsA3bR0,Teorema de Tchebysheff Demostración,"En este video explico y demuestro el teorema de Tchebyscheff para variables aleatorias continuas. ERRATA: DURANTE TODO EL VIDEO HAY QUE CAMBIAR ≤ POR ≥ Y EL ≥ POR ≤. 

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1P5wCsA3bR0"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/1P5wCsA3bR0
gKhqRckm5Jk,Ecuaciones de la recta en el espacio  Ejemplos v2014,"En este video resuelvo 4 ejemplos de rectas en el espacio.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/gKhqRckm5Jk"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/gKhqRckm5Jk
