Date,lat,lon,dep,yr,mag
1947-11-04,44.173,140.932,20,1947,7.1
1947-11-09,-22.5,170,50,1947,6.5
1947-11-14,43.9,143.2,160,1947,6.7
1947-12-15,-59.5,-160,60,1947,6.6
1948-01-04,-20.75,-179,600,1948,6.9
1948-01-06,17,-98,80,1948,6.9
1948-01-06,17,-98,80,1948,6.8
1948-01-20,-33.5,-178,50,1948,6.6
1948-01-22,-22,-177,140,1948,6.9
1948-01-24,10.726,122.253,35,1948,8.1
1948-01-27,-20.36,-177.686,630.8,1948,7
1948-01-28,1.538,126.6,35,1948,7.1
1948-02-09,35.5,27,40,1948,6.9
1948-02-09,0,122.5,160,1948,6.9
1948-03-01,-3.459,127.01,35,1948,7.1
1948-03-03,18.755,119.026,35,1948,7
1948-03-13,1.5,126.5,60,1948,6.6
1948-04-17,33.133,135.616,15.4,1948,7.2
1948-04-21,19.319,-69.703,35,1948,7.1
1948-05-09,32,131.5,0,1948,6.7
1948-05-11,-17.418,-70.628,59.5,1948,7.4
1948-05-12,37.8,142.6,65,1948,6.6
1948-05-14,54.544,-160.97,35,1948,7.3
1948-05-25,30.409,100.577,43.8,1948,7.2
1948-05-28,-13,-76.5,60,1948,6.8
1948-06-15,33.75,135.25,0,1948,6.7
1948-06-28,36.142,136.144,15,1948,7
1948-06-29,-15.5,-172.5,60,1948,6.5
1948-07-07,33,136.5,0,1948,6.6
1948-07-20,-16.628,-74.051,55.4,1948,7.1
1948-08-11,17.75,-95.25,100,1948,6.6
1948-08-25,-24.5,-65,50,1948,6.9
1948-09-02,10.126,125.395,85,1948,7
1948-09-08,-21.333,-173.764,35,1948,7.8
1948-09-10,43.5,147,40,1948,6.9
1948-10-05,38.146,58.466,15,1948,7.2
1948-10-28,36.1,141.2,65,1948,6.5
1948-11-19,9.449,-83.875,38.5,1948,7
1948-11-21,-13.5,167,180,1948,6.6
1948-11-26,-5.083,144.842,55.3,1948,7
1948-12-04,22,-106.5,0,1948,6.7
1948-12-15,22,142.5,240,1948,6.6
1948-12-23,55.5,166,60,1948,6.6
1949-01-19,23.8,121.8,0,1949,6.5
1949-01-20,35.6,134.2,0,1949,6.5
1949-01-23,-11,93,50,1949,6.7
1949-01-24,-22,-176,110,1949,6.9
1949-02-02,53,-173,220,1949,6.8
1949-02-10,-15.8,-172.8,0,1949,6.6
1949-02-13,-33.5,-178,60,1949,6.8
1949-02-23,41.914,84.031,35,1949,7.3
1949-02-28,-57,-29,60,1949,6.6
1949-03-04,36.635,70.859,228.4,1949,7.4
1949-03-16,-5.5,151,60,1949,6.6
1949-03-17,-5.5,151,60,1949,6.6
1949-03-27,2.577,127.67,35,1949,7.1
1949-04-05,41,131,580,1949,6.5
1949-04-13,47.167,-122.392,30,1949,6.5
1949-04-18,-15.8,-172.8,0,1949,6.8
1949-04-20,-37.601,-72.73,55,1949,7.1
1949-04-23,-7.976,120.811,42.1,1949,7
1949-04-25,-19.753,-69.107,69.6,1949,7.2
1949-04-30,6.157,125.554,93.7,1949,7.3
1949-05-03,48.6,153.5,96,1949,6.8
1949-05-08,-20.8,-69,129,1949,6.6
1949-05-09,4.692,95.572,35,1949,6.6
1949-05-30,-20.8,-69,96,1949,6.8
1949-06-12,-26.5,-62.5,620,1949,6.7
1949-06-12,-26.5,-62.5,620,1949,6.7
1949-06-23,-16.1,168.3,129,1949,6.6
1949-06-24,-6.2,105.7,65,1949,6.8
1949-07-02,16,148,50,1949,6.6
1949-07-10,39.18,70.708,35,1949,7.6
1949-07-10,39.2,70.7,0,1949,6.5
1949-07-23,-18.91,169.188,143.7,1949,7.2
1949-07-23,38.6,26.3,0,1949,6.6
1949-07-25,16.4,147.6,191,1949,6.6
1949-07-25,-34,-112,0,1949,6.6
1949-07-27,-28,-177,70,1949,6.9
1949-08-05,-1.5,-78.25,0,1949,6.6
1949-08-06,-19.138,-174.232,65.9,1949,7.2
1949-08-17,39.5,40.6,0,1949,6.6
1949-08-22,53.688,-133.104,35,1949,8
1949-08-25,52.2,-179.3,0,1949,6.6
1949-09-14,0.75,126,50,1949,6.9
1949-09-20,-29.5,-177.5,80,1949,6.7
1949-09-24,-6.5,155,60,1949,6.6
1949-09-27,59.75,-149,50,1949,6.7
1949-10-07,-33.25,58,0,1949,6.6
1949-10-19,-5.813,153.595,45,1949,7.5
1949-10-31,-5.6,153.6,96,1949,6.6
1949-11-03,48.5,154,160,1949,6.6
1949-11-07,-14,167,96,1949,6.6
1949-11-20,28.1,-112.6,0,1949,6.6
1949-11-22,-29.189,-178.046,190,1949,7.1
1949-11-27,-18,-173,60,1949,6.6
1949-12-17,-53.909,-69.605,35,1949,7.8
1949-12-17,-54.319,-68.474,35,1949,7.8
1949-12-18,-34.5,180,190,1949,6.6
1949-12-21,-19.5,-64,620,1949,6.6
1949-12-26,-15.5,-180,0,1949,6.8
1949-12-27,-60,-22,50,1949,6.7
1949-12-29,17.191,121.409,35,1949,7.2
1950-01-02,-11.5,165.4,0,1950,6.8
1950-01-12,-18,-178,550,1950,6.6
1950-01-30,-53.5,-71.5,0,1950,6.9
1950-02-02,21.758,99.97,35,1950,7.1
1950-02-05,-48.2,164.2,0,1950,6.7
1950-02-28,45.865,143.454,333.6,1950,7.5
1950-03-02,-60,-35,0,1950,6.7
1950-03-07,10.5,122.3,0,1950,6.7
1950-03-14,-8.5,-74,160,1950,6.6
1950-03-27,53.3,172.2,0,1950,6.6
1950-03-27,-5.9,102.9,0,1950,6.8
1950-04-04,52,101.4,0,1950,6.6
1950-04-26,33.7,135.8,33,1950,6.6
1950-05-17,39.25,130.25,580,1950,6.5
1950-05-17,-21,169,40,1950,6.6
1950-05-19,-20.6,169,0,1950,6.7
1950-05-25,12.545,143.421,77.6,1950,7.1
1950-05-26,-20.25,169.25,40,1950,6.9
1950-05-27,-18.5,-178,603,1950,6.6
1950-06-07,-4,-76.5,110,1950,6.6
1950-06-19,-6.25,112,0,1950,6.6
1950-06-21,-20.25,169.25,40,1950,6.8
1950-06-24,-20.5,169.5,40,1950,6.8
1950-07-09,-33,-112,0,1950,6.6
1950-07-09,-8.161,-71.018,645.4,1950,7
1950-07-09,-8.136,-70.886,647.8,1950,7
1950-07-09,36.634,71.285,214.8,1950,7.5
1950-07-13,28,139.6,540,1950,6.7
1950-07-21,-16.1,168.3,0,1950,6.5
1950-07-29,2.297,127.398,35,1950,7
1950-07-29,-6.5,155,70,1950,6.9
1950-08-05,-48.2,164.2,0,1950,6.6
1950-08-07,6.2,125.6,128,1950,6.6
1950-08-14,-27.431,-62.795,610.9,1950,7.2
1950-08-15,28.29,96.657,35,1950,8.6
1950-08-17,-22.3,-179.2,603,1950,6.7
1950-08-31,5.87,125.845,90,1950,7
1950-09-10,35.5,140.4,0,1950,6.6
1950-09-10,-14.86,167.459,142,1950,7.1
1950-09-19,-2,138.5,0,1950,6.7
1950-09-22,-25.5,-114,0,1950,6.6
1950-09-22,-17.6,-177.1,413,1950,6.8
1950-09-29,19,-107,60,1950,6.6
1950-10-05,10.438,-85.126,97.2,1950,7.8
1950-10-08,-4.41,128.281,35,1950,7.5
1950-10-21,17.8,-105.5,0,1950,6.6
1950-10-23,14.358,-92.063,64.6,1950,7.5
1950-11-02,-6.893,129.247,194.4,1950,7.4
1950-11-05,33.25,134.75,0,1950,6.7
1950-11-08,-9.791,159.957,35,1950,7.1
1950-11-17,16.8,-100.7,0,1950,6.6
1950-11-22,51.4,-176,0,1950,6.6
1950-12-01,14,-47.25,60,1950,6.6
1950-12-02,-8.2,-71,667,1950,6.6
1950-12-02,-18.242,167.29,45.7,1950,7.2
1950-12-02,-18.25,167.5,60,1950,7
1950-12-03,-18,167.7,0,1950,6.5
1950-12-04,-4.92,153.796,79.5,1950,7.3
1950-12-09,-24.139,-67.805,115,1950,7.7
1950-12-10,-14.407,-75.718,57.2,1950,7.1
1950-12-10,-28.715,-178.795,221.2,1950,7.2
1950-12-14,-19.818,-175.812,210.2,1950,7.5
1950-12-14,16.722,-98.228,35,1950,7.3
1951-01-05,7.168,-80.806,35,1951,6.6
1951-01-06,36.5,71,223,1951,6.6
1951-01-06,7.104,-80.986,58,1951,6.7
1951-01-08,-5,151,0,1951,6.7
1951-01-15,-14.9,167.1,96,1951,6.5
1951-01-23,-55,-136.5,0,1951,6.7
1951-02-13,-15,-175.25,250,1951,6.7
1951-02-13,55.689,-156.261,35,1951,7.2
1951-02-17,-7.206,145.903,185,1951,7.2
1951-03-04,-16,-74.5,64,1951,6.7
1951-03-05,28.5,128,170,1951,6.7
1951-03-09,-8.7,124.1,540,1951,6.6
1951-03-10,-15.231,167.427,102.4,1951,7.2
1951-03-23,-30.5,180,270,1951,6.8
1951-03-24,-10.6,165.5,160,1951,6.9
1951-04-10,-15.5,-173,0,1951,6.6
1951-04-14,-23.3,-66.4,223,1951,6.8
1951-04-16,31,138.5,470,1951,6.6
1951-05-01,-50.5,149,0,1951,6.8
1951-05-06,71.5,-9,0,1951,6.8
1951-05-21,-5.934,154.529,151.2,1951,7
1951-06-05,29.75,131.75,60,1951,6.6
1951-06-06,71.3,-9.7,0,1951,6.8
1951-06-07,-28.5,-175.9,0,1951,6.8
1951-06-12,36.668,70.955,222.2,1951,7.5
1951-07-11,27.5,139.5,480,1951,6.9
1951-07-18,1,-27,0,1951,6.7
1951-08-13,40.8,33.4,0,1951,6.5
1951-08-21,19.75,-156,60,1951,6.7
1951-10-11,-5.5,152,60,1951,6.7
1951-10-18,41.6,142,33,1951,6.5
1951-10-21,23.2,120.909,25,1951,7.5
1951-10-22,23.688,121.192,25,1951,7.2
1951-10-22,23.688,120.909,25,1951,7
1951-10-22,23.9,121.7,0,1951,6.6
1951-10-22,23.578,121.316,25,1951,7.1
1951-10-22,23.9,121.7,0,1951,6.5
1951-10-25,23,121.3,40,1951,6.5
1951-10-28,-58,158,0,1951,6.6
1951-11-06,47.407,153.961,25,1951,7.2
1951-11-09,-21.75,-68,120,1951,6.6
1951-11-18,30.5,91.5,0,1951,6.8
1951-11-18,30.899,91.359,35,1951,7.7
1951-11-24,23.147,121.185,25,1951,7.3
1951-12-08,-34.155,57.08,21.4,1951,7.5
1951-12-12,16.5,-96.9,160,1951,6.8
1951-12-18,-19.3,-174.5,64,1951,6.6
1951-12-28,16.9,-98.7,33,1951,6.6
1952-01-13,23,124.5,0,1952,6.7
1952-01-21,52.5,-167.5,0,1952,6.6
1952-02-11,-5.5,110,660,1952,6.7
1952-02-14,-7.766,126.618,35,1952,7.2
1952-02-14,7.3,-76.5,0,1952,6.6
1952-02-25,-16.7,-173.5,0,1952,6.7
1952-02-26,-14,-70.5,260,1952,6.9
1952-03-04,42.144,143.896,28.8,1952,8.1
1952-03-04,41.659,144.618,35,1952,7.1
1952-03-04,-10.5,162.1,0,1952,6.6
1952-03-04,41.7,144.9,64,1952,6.5
1952-03-09,41.92,143.338,46.3,1952,7.2
1952-03-13,28.5,127.3,287,1952,6.5
1952-03-19,39,125.5,0,1952,6.5
1952-03-19,9.329,126.88,15,1952,7.7
1952-04-19,7.2,-72.1,64,1952,6.7
1952-05-09,-6.576,155.348,35,1952,6.7
1952-05-13,10.3,-85.3,64,1952,6.7
1952-05-16,6.7,-78.9,0,1952,6.7
1952-05-19,42.2,143.9,0,1952,6.6
1952-05-24,-20.5,-70.5,0,1952,6.6
1952-05-28,35.4,135.8,350,1952,6.7
1952-06-11,-31.603,-68.52,25,1952,6.5
1952-06-22,46.7,153.7,0,1952,6.8
1952-07-13,-18.5,169.25,260,1952,6.6
1952-07-13,-3.1,127.4,33,1952,6.6
1952-07-17,34.4,135.8,64,1952,6.6
1952-07-21,34.927,-119.06,15,1952,7.3
1952-08-17,30.81,91.625,35,1952,7.7
1952-09-09,9.2,-84.2,0,1952,6.7
1952-09-11,-29.6,-177.1,0,1952,6.8
1952-09-21,-22.23,-65.985,271.1,1952,7.1
1952-09-27,50.2,157.3,96,1952,6.5
1952-10-03,6.7,-82.5,0,1952,6.5
1952-10-26,39.3,143.7,33,1952,6.5
1952-11-04,52.756,160.056,22.1,1952,9
1952-11-06,-4.545,144.816,49.3,1952,7.1
1952-11-29,52.6,160.3,33,1952,6.7
1952-11-29,56.3,-153.8,0,1952,6.6
1952-12-06,-8.238,156.108,35,1952,7.2
1952-12-17,34.4,24.5,0,1952,6.6
1952-12-22,53.8,161.7,0,1952,6.6
1952-12-24,-5.472,151.779,21.7,1952,7.1
1953-01-05,53.483,171.236,20,1953,7.2
1953-01-05,49.233,155.455,39.7,1953,7.1
1953-01-12,50,156.4,64,1953,6.7
1953-01-30,-11.9,166.8,96,1953,6.5
1953-02-14,18.5,146,64,1953,6.5
1953-02-25,56,-156.2,0,1953,6.6
1953-02-26,-10.944,164.091,35,1953,7.1
1953-03-03,-20.6,169,0,1953,6.5
1953-03-18,40.121,27.582,9.4,1953,7.2
1953-03-19,14.061,-61.215,119.5,1953,7.1
1953-04-14,-8.2,-71,603,1953,6.5
1953-04-23,-4.477,153.456,55,1953,7.6
1953-04-30,-20.6,169,0,1953,6.5
1953-05-06,-36.901,-72.716,35,1953,7.5
1953-05-20,0.4,123.7,96,1953,6.5
1953-05-31,19.4,-70.4,33,1953,6.7
1953-06-25,-9.2,123,0,1953,6.8
1953-06-25,-8.809,123.412,25,1953,6.9
1953-06-26,-8.777,124.005,25,1953,6.7
1953-07-02,-19.225,169.602,245,1953,7.4
1953-07-26,17.8,145.6,192,1953,6.7
1953-08-11,38.3,20.8,0,1953,6.6
1953-08-12,38.137,20.76,20,1953,7.2
1953-08-13,-21.5,170.2,128,1953,6.6
1953-09-04,50.6,156.7,64,1953,6.5
1953-09-14,-18.3,178.2,33,1953,6.6
1953-09-17,-20.5,-174,100,1953,6.5
1953-09-23,50,156.4,64,1953,6.6
1953-09-29,-37.506,176.879,305,1953,7
1953-09-30,22,-107.5,0,1953,6.5
1953-10-05,54.1,161,0,1953,6.6
1953-10-11,50,156.4,33,1953,6.6
1953-10-14,42.8,144.6,128,1953,6.7
1953-10-27,-19.5,-66.5,287,1953,6.5
1953-11-04,-13.006,166.343,33.3,1953,7.5
1953-11-10,51.116,157.499,36.2,1953,7
1953-11-13,-13,166.4,0,1953,6.5
1953-11-17,13.395,-92.099,20,1953,6.9
1953-11-25,34.015,141.817,15,1953,7.9
1953-11-26,34.75,141.75,33,1953,6.6
1953-12-01,29.1,128.399,223,1953,6.6
1953-12-07,-22.54,-68.832,100,1953,7.2
1953-12-12,-3.619,-80.857,20,1953,7.5
1953-12-25,52.3,159.6,64,1953,6.7
1954-01-12,-48.2,164.2,0,1954,6.5
1954-01-12,-48.2,164.2,0,1954,6.5
1954-01-13,-49,165.8,0,1954,6.7
1954-02-01,24.279,143.986,46.1,1954,6.8
1954-02-05,-4.6,153.5,0,1954,6.5
1954-02-11,38.878,101.225,25.2,1954,7.1
1954-02-19,11.7,-86.9,0,1954,6.6
1954-02-19,-30.194,-177.276,30,1954,6.7
1954-02-20,-7.233,124.364,520.2,1954,7
1954-02-22,-57.061,-26.854,75,1954,7
1954-03-03,-5.667,142.537,15,1954,6.9
1954-03-21,24.305,95.136,180,1954,7.4
1954-03-28,39.1,41,0,1954,6.8
1954-03-29,37.008,-3.528,624.8,1954,7
1954-03-31,12.369,57.999,26.5,1954,7.1
1954-04-17,51.7,-179.4,0,1954,6.5
1954-04-29,28.9,-112.9,0,1954,6.6
1954-04-29,29.032,-112.967,15,1954,7.1
1954-04-30,39.192,22.191,45,1954,6.8
1954-05-03,51.9,159.8,0,1954,6.5
1954-05-14,36,137.4,223,1954,6.6
1954-06-06,-3.4,135.5,0,1954,6.6
1954-06-07,-3.6,152.5,477,1954,6.6
1954-06-15,-5.4,-76.7,128,1954,6.5
1954-07-02,13,123.9,0,1954,6.6
1954-07-03,-6.6,105.6,96,1954,6.9
1954-07-06,46.6,153.4,33,1954,6.5
1954-07-06,39.5,-118.5,0,1954,6.5
1954-07-31,38.7,104.2,0,1954,6.5
1954-08-18,-21.2,-176,160,1954,6.7
1954-08-24,39.5,-118.3,0,1954,6.6
1954-09-09,36.2,1.6,0,1954,6.5
1954-09-13,-20.5,-175.8,128,1954,6.5
1954-09-15,-17.8,-178.6,540,1954,6.7
1954-09-17,-21.414,-176.545,248.4,1954,7
1954-10-01,-10.9,166.2,0,1954,6.6
1954-10-03,-10.7,165.9,0,1954,6.7
1954-10-03,60.7,-150.3,64,1954,6.6
1954-10-21,-41.3,80.2,0,1954,6.5
1954-11-25,40.5,-125.6,0,1954,6.5
1954-12-16,39.209,-118.173,20,1954,7.1
1954-12-16,39.2,-118,0,1954,6.7
1955-01-05,-49.658,163.01,35,1955,7.1
1955-01-05,-16.291,167.361,21.3,1955,6.7
1955-01-05,-16.08,167.402,25,1955,6.6
1955-01-08,-12.384,166.529,300,1955,6.6
1955-01-13,52.826,-167.443,34.9,1955,6.7
1955-02-27,-28.424,-175.548,20,1955,7.8
1955-03-14,52.767,-173.402,143.6,1955,6.5
1955-03-18,54.202,161.225,63.4,1955,7.2
1955-03-22,-9.191,91.76,15,1955,6.9
1955-03-31,7.594,122.825,35,1955,7.3
1955-04-05,25.2,-109.6,0,1955,6.6
1955-04-14,30.01,101.706,16.3,1955,7.5
1955-04-15,39.833,74.66,35,1955,7.1
1955-04-15,39.9,74.7,0,1955,6.7
1955-04-17,52.2,159.7,64,1955,6.6
1955-04-19,-29.9,-71.6,0,1955,6.9
1955-04-22,46,150.5,128,1955,6.5
1955-05-11,-0.2,-77.8,0,1955,6.6
1955-05-14,27.6,139.9,477,1955,6.5
1955-05-17,6.748,93.73,25,1955,7.2
1955-05-26,-10,160.7,0,1955,6.6
1955-05-28,-30.8,-65.198,192,1955,6.5
1955-05-30,24.227,142.441,553.1,1955,7.1
1955-06-02,51.4,-179.8,0,1955,6.5
1955-06-20,51.4,-179.5,33,1955,6.6
1955-07-06,51.4,157.5,64,1955,6.6
1955-07-16,37.6,27.2,0,1955,6.6
1955-07-17,54.4,-168.3,0,1955,6.7
1955-08-06,-20.985,-177.41,185,1955,7
1955-08-16,-6.2,155,192,1955,6.9
1955-08-21,-3.1,137.5,128,1955,6.7
1955-08-28,13.8,-90.8,64,1955,6.6
1955-09-12,32.2,29.6,33,1955,6.5
1955-09-15,-4.8,134.2,0,1955,6.5
1955-09-22,23.9,122.5,0,1955,6.6
1955-09-23,26.6,101.7,0,1955,6.9
1955-09-26,15.9,-92.2,223,1955,6.7
1955-10-10,-5.04,152.711,25,1955,7.3
1955-10-13,-10.054,160.797,100,1955,7.1
1955-11-04,-34.4,-70.1,128,1955,6.5
1955-11-10,-15.547,-173.637,66.4,1955,7
1955-11-17,-26.2,-70.2,64,1955,6.5
1955-11-22,-24.4,-122.6,0,1955,6.6
1955-11-23,50.7,157.2,33,1955,6.8
1955-12-06,-20.2,-70.2,0,1955,6.5
1955-12-07,26.4,142.7,0,1955,6.7
1956-01-08,-19.051,-70.631,43.3,1956,6.7
1956-01-10,-26.215,-174.972,35,1956,6.9
1956-01-16,-0.819,-80.281,35,1956,6.9
1956-01-31,-3.421,152.035,362.1,1956,6.9
1956-02-01,18.853,145.06,379.9,1956,7
1956-02-09,31.705,-116.059,15,1956,6.6
1956-02-18,30.173,138.275,480.2,1956,7.1
1956-03-03,-15.26,-173.52,35,1956,6.5
1956-03-13,7.904,-81.829,35,1956,6.7
1956-04-06,36.383,70.762,206,1956,6.6
1956-04-10,-2.923,102.236,133,1956,6.6
1956-05-23,-15.523,-178.589,402.5,1956,7.2
1956-06-09,-30.238,-71.445,29.1,1956,6.6
1956-06-09,35.031,67.476,35,1956,7.6
1956-06-23,56.258,163.515,19.8,1956,6.5
1956-07-09,36.583,26.041,35,1956,7.8
1956-07-09,36.508,25.956,35,1956,6.7
1956-07-09,19.769,-72.951,45.6,1956,6.7
1956-07-16,22.085,95.821,25.2,1956,7.1
1956-07-17,-6.929,126.073,446.9,1956,6.6
1956-07-18,-5.048,130.358,106.2,1956,7.2
1956-07-23,-23.65,-112.07,0,1956,6.6
1956-08-09,-16.12,-174.799,284.7,1956,6.5
1956-09-29,35.635,140.323,66.6,1956,6.7
1956-10-11,45.904,150.607,101.4,1956,7.3
1956-10-23,13.59,120.58,115,1956,6.5
1956-10-24,11.619,-86.436,35,1956,7.2
1956-10-28,-33.389,-178.683,49.4,1956,6.6
1956-10-31,27.299,54.407,35,1956,6.6
1956-11-04,-22.181,-175.645,35.4,1956,6.6
1956-11-28,49.166,155.375,63.8,1956,6.5
1956-12-18,-25.502,-70.172,44.7,1956,6.9
1956-12-21,51.386,-130.719,15,1956,6.5
1956-12-27,-23.41,-176.882,195.7,1956,7
1957-01-02,52.449,-168.172,12.3,1957,6.7
1957-01-02,52.75,-167.855,25.8,1957,6.7
1957-01-02,52.47,-168.525,8.9,1957,6.5
1957-01-03,43.85,130.771,576.4,1957,6.9
1957-02-10,10.263,126.134,37.3,1957,6.5
1957-02-10,10.004,125.974,49.7,1957,6.6
1957-02-23,23.866,121.493,50.4,1957,7.2
1957-03-08,39.201,22.744,6.3,1957,6.6
1957-03-08,39.311,22.713,7.6,1957,6.7
1957-03-09,51.587,-175.419,35,1957,8.6
1957-03-09,52.474,-169.484,31.3,1957,7.2
1957-03-10,51.98,-173.936,12.4,1957,6.6
1957-03-11,51.058,-176.929,17.3,1957,6.6
1957-03-11,52.539,-168.896,35.6,1957,7.1
1957-03-11,51.407,-178.447,32.7,1957,6.9
1957-03-12,51.74,-176.665,32.2,1957,7.1
1957-03-13,51.463,-178.559,35,1957,6.7
1957-03-14,51.332,-176.62,35,1957,7.2
1957-03-16,51.516,-178.782,31.5,1957,7.1
1957-03-19,51.821,-174.634,7,1957,6.5
1957-03-22,53.695,-165.691,42.4,1957,7.1
1957-03-23,-5.492,130.913,126.7,1957,7.1
1957-03-29,53.331,-166.892,43.2,1957,6.5
1957-04-05,-26.623,-177.078,90.7,1957,6.5
1957-04-09,30.566,138.394,453.9,1957,6.6
1957-04-10,55.794,-153.823,25,1957,6.9
1957-04-14,-15.397,-173.138,35,1957,7.5
1957-04-16,-4.514,107.274,601.7,1957,7.2
1957-04-19,51.171,-168.253,26.3,1957,6.5
1957-04-19,52.094,-166.235,35,1957,6.5
1957-04-21,6.913,-72.053,15.4,1957,6.9
1957-04-24,36.319,28.733,35,1957,6.7
1957-04-25,36.355,28.698,35,1957,7.1
1957-05-12,-9.01,107.24,0,1957,6.5
1957-05-21,21.759,144.281,100.8,1957,6.9
1957-05-26,40.669,31.038,17.2,1957,7.2
1957-06-10,-8.948,117.892,57.9,1957,6.5
1957-06-10,13.09,143.91,151,1957,6.6
1957-06-11,-30.802,-177.947,47.9,1957,6.9
1957-06-11,17.885,120.204,35,1957,6.6
1957-06-13,51.518,-175.156,17.8,1957,6.7
1957-06-18,14.471,95.679,35,1957,6.5
1957-06-18,-25.606,170.071,35.9,1957,6.5
1957-06-19,-16.388,176.838,41,1957,6.5
1957-06-22,-2.009,136.684,35,1957,7.3
1957-06-27,56.419,116.44,15,1957,7.4
1957-07-01,24.444,93.868,35,1957,6.6
1957-07-02,36.069,52.695,35,1957,7.1
1957-07-10,7.524,-82.741,10,1957,6.5
1957-07-14,-27.139,-177.741,200.6,1957,7
1957-07-14,-30.061,-177.589,51.1,1957,6.6
1957-07-28,16.886,-99.288,41.2,1957,7.8
1957-08-11,-17.9,169.03,17,1957,6.6
1957-08-21,43.9,147,100,1957,6.5
1957-09-24,5.245,127.123,35,1957,7.7
1957-09-28,-20.693,-178.157,586.6,1957,7.2
1957-10-25,50.52,156.54,68,1957,6.6
1957-11-29,-20.537,-67.229,158.8,1957,7.4
1957-12-04,45.182,99.219,25,1957,8.1
1957-12-10,-6.563,154.947,23.1,1957,6.6
1957-12-13,6.777,-76.791,56.6,1957,6.5
1957-12-13,34.298,47.718,35,1957,6.8
1957-12-17,-12.473,166.672,124.2,1957,7.2
1958-01-15,-16.781,-72.492,69,1958,7
1958-01-19,0.985,-79.492,18.7,1958,7.8
1958-01-19,1.182,-79.586,35,1958,6.6
1958-01-27,-14.99,-174.1,47,1958,6.6
1958-02-01,1.458,-79.554,35,1958,6.7
1958-02-07,31.573,103.923,15.4,1958,6.6
1958-02-22,50.126,-175.5,35,1958,6.5
1958-03-11,23.812,124.163,35,1958,7.2
1958-03-28,36.557,70.986,184.8,1958,6.6
1958-04-07,65.895,-156.343,15,1958,7.3
1958-04-07,38.382,143.332,35,1958,6.7
1958-04-07,45.253,98.519,25,1958,6.6
1958-04-13,52.934,160.85,3.2,1958,6.5
1958-04-14,0.706,-79.575,35,1958,6.6
1958-05-09,-30.5,-65,200,1958,6.6
1958-05-31,-15.324,168.545,11.5,1958,7.1
1958-06-25,-3.543,144.67,46.7,1958,6.7
1958-06-29,-15.59,-71.33,171,1958,6.5
1958-07-10,58.475,-136.283,15,1958,7.8
1958-07-19,-0.719,129.792,35,1958,6.6
1958-07-26,-13.285,-69.41,614.7,1958,7.2
1958-08-06,-16.67,-173.06,54,1958,6.6
1958-08-15,53.516,160.227,45,1958,6.6
1958-08-15,1.556,124.94,77.9,1958,6.9
1958-08-16,34.255,47.875,35,1958,6.5
1958-09-04,-33.826,-70.14,35,1958,6.6
1958-09-25,7.939,-39.353,35,1958,6.5
1958-11-06,44.311,148.65,35,1958,8.4
1958-11-08,51.811,159.769,9,1958,6.6
1958-11-12,44.047,148.818,35,1958,7
1958-12-10,-36.92,177.02,274,1958,6.6
1959-01-13,13.43,146.09,0,1959,6.6
1959-01-22,37.557,142.48,32.1,1959,7.2
1959-01-30,-9.84,160.93,59,1959,6.6
1959-02-07,-3.786,-81.683,35,1959,6.9
1959-02-15,-59.758,-25.802,35,1959,6.5
1959-03-01,-0.99,134.172,43.5,1959,7
1959-04-26,24.682,122.766,117.8,1959,7.5
1959-05-04,53.37,159.663,35,1959,8
1959-05-12,-23.147,-64.937,35,1959,6.6
1959-05-24,17.456,-97.179,69.6,1959,7
1959-06-14,-20.275,-68.827,35,1959,7.5
1959-06-18,54.19,160.131,0.4,1959,6.6
1959-06-27,-33.715,179.922,163.1,1959,6.5
1959-06-27,41.797,79.954,25,1959,6.5
1959-07-03,-16.292,173.037,60.3,1959,6.6
1959-07-18,15.753,120.575,156.6,1959,6.7
1959-07-19,-15.087,-70.331,210.1,1959,7.1
1959-08-15,21.978,120.95,26.8,1959,7.2
1959-08-17,-7.893,156.341,35,1959,7.1
1959-08-18,21.987,121.533,174.5,1959,6.6
1959-08-18,44.566,-110.655,15,1959,7.3
1959-08-24,-10.506,161.336,35,1959,6.7
1959-08-26,18.16,-94.41,23.8,1959,6.7
1959-09-14,-28.725,-177.075,35,1959,7.8
1959-09-14,-28.73,-177.09,0,1959,6.5
1959-09-15,-28.665,-176.681,17.4,1959,6.7
1959-09-15,-22.053,-179.323,585.5,1959,6.9
1959-09-25,21.875,121.249,35,1959,6.6
1959-10-15,0.007,119.99,24.2,1959,6.5
1959-10-26,37.531,143.058,11.6,1959,6.5
1959-11-15,37.754,20.512,24.5,1959,6.6
1959-11-19,-5.91,146.493,128.2,1959,7
1959-11-26,-5.423,102.805,45.9,1959,6.5
1959-12-14,-59.903,-25.939,35,1959,6.9
1959-12-21,13.923,51.623,35,1959,6.6
1959-12-26,52.218,160.241,47.1,1959,6.5
1959-12-27,55.978,162.878,27.9,1959,6.6
1960-01-09,36.475,70.14,222.5,1960,6.6
1960-01-13,-15.877,-73.059,35,1960,7.5
1960-01-15,-15.082,-75.383,35,1960,6.9
1960-01-23,-4.16,127.48,0,1960,6.6
1960-02-09,-4.045,127.732,48.8,1960,6.5
1960-02-17,-29.85,-111.9,0,1960,6.5
1960-03-05,0.712,128.841,27.3,1960,6.6
1960-03-08,-17.015,168.706,244.2,1960,7.2
1960-03-12,-6.14,152.26,0,1960,6.5
