kind,etag,id,contentDetails.videoId,contentDetails.videoPublishedAt
youtube#playlistItem,tVHoKpMaLdiJyYUZBm0LtF_abfs,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnBITndGbG9OSXJZ,pHNwFloNIrY,2014-11-19T15:20:16Z
youtube#playlistItem,j7MdZnlPDQZMY23TaFPD2SnVY0w,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnRyZHZ3RjBQc284,trdvwF0Pso8,2014-11-19T15:12:46Z
youtube#playlistItem,q75JHOklrdI_Md9wAjPn2gEr5pc,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnpackQ4Skl2WXhv,zZrD8JIvYxo,2014-11-19T15:12:42Z
youtube#playlistItem,FFVlr7-HeiSHcE4-re7kD55wA4g,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjlYR1VDY1Bxd0NB,9XGUCcPqwCA,2014-11-19T15:23:13Z
youtube#playlistItem,bZ8jBG0ClsXCAv4IVY3spBiLpXw,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmgzMUY1VXAzUzZV,h31F5Up3S6U,2014-11-17T21:54:22Z
youtube#playlistItem,k-oxFhMiU1NI_HczlUXsiK2cNwA,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnNDY09aZkhHS3U4,sCcOZfHGKu8,2014-11-14T20:26:56Z
youtube#playlistItem,OI_UZBt6760P2dY38jHxJcwn3CM,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lms2TVJFbmY3aVhJ,k6MREnf7iXI,2014-11-13T15:57:18Z
youtube#playlistItem,Ol_jYPgwovXW2GM_ZzBYWOfIDUg,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnppcjdRMDdONnJZ,zir7Q07N6rY,2014-11-13T14:39:46Z
youtube#playlistItem,FZs3NXFAUYu5HIQ9chz70ZRBDdc,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnBkZ3BLSDlISVdj,pdgpKH9HIWc,2014-11-13T00:52:59Z
youtube#playlistItem,sMkhvAbFqQrp1v2wAXzgAo17McU,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnVkMEl5NUxjRnJz,ud0Iy5LcFrs,2014-11-13T00:41:49Z
youtube#playlistItem,yBC-7hxBYqZItxaw9Xcg4jXKcyg,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmNENVhUeW52cGRJ,cD5XTynvpdI,2014-11-13T00:33:16Z
youtube#playlistItem,HgGi_meYKRdRTjzHns5SJGg2uSQ,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lk14eW5jM2hKOEc0,Mxync3hJ8G4,2014-11-13T00:20:44Z
youtube#playlistItem,qkMq-vF7i5ci9YcPJ5CdSRQVFTw,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkNfUVJRQ0ZXZmtR,C_QRQCFWfkQ,2014-11-13T00:08:46Z
youtube#playlistItem,UCmG_BbdBPJ38OqFEK1I7AUHviU,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlNZY2huZWZ0V1B3,SYchneftWPw,2014-10-29T01:37:05Z
youtube#playlistItem,cSIlME7cBhVKo2oxb8WH8kPmln8,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LngyOUtBODE5Y0Nj,x29KA819cCc,2014-10-29T01:10:29Z
youtube#playlistItem,KAXsGiEJVNvHeuRDiP7_R6TQN0s,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjdneU56SDVEenRR,7gyNzH5DztQ,2014-10-28T21:49:45Z
youtube#playlistItem,8qs39JjBYWuMTBg_gg5UX3FpXrQ,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlBqbXBJdkFkYWFB,PjmpIvAdaaA,2014-10-28T21:49:45Z
youtube#playlistItem,B5BogpVMXcni_LQyEHvOmwLKyQo,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlBiM09nMzBhUVg4,Pb3Og30aQX8,2014-10-28T21:49:45Z
youtube#playlistItem,wFhRNh0BOoFS6qjzoF-Ps3jHc3w,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlQwU1lwN1RkRG1z,T0SYp7TdDms,2014-10-28T21:49:45Z
youtube#playlistItem,RU9H7V9X5opq-vxUfGhMNbzxnbs,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkpkUE42U1pKTmRv,JdPN6SZJNdo,2014-10-28T21:49:45Z
youtube#playlistItem,d2EmC5kquFLeSxNOliyzLEcTxLA,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjlPZ21fOUU2cWlJ,9Ogm_9E6qiI,2014-10-27T23:18:03Z
youtube#playlistItem,1jTsSsmb_6uUFL-mCe_4PVynNMs,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlduSmVOcFJlVGdB,WnJeNpReTgA,2014-10-27T23:18:03Z
youtube#playlistItem,p3vsA9bZGf0Aj330OyM0C-ZkXVc,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlVDdi1jOUFPYXU0,UCv-c9AOau4,2014-10-27T23:18:02Z
youtube#playlistItem,D_xrfMyhezbf2ofuOhPGSY2YsnE,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjZUTXgzal9Xdi1v,6TMx3j_Wv-o,2014-10-27T23:18:02Z
youtube#playlistItem,El5P9pJV37FThqVjDJDkulIehRQ,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlVXV1YzOFZpaFlN,UWWV38VihYM,2014-10-27T23:18:02Z
youtube#playlistItem,QgmCH4yPh9qRde5ZzYbYFznvths,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lm8wbWg2TXotd09Z,o0mh6Mz-wOY,2014-10-27T23:18:02Z
youtube#playlistItem,ipwADQGD8-wky-6cNW8hreF78ww,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lm1YTkg1a2JTVFp3,mXNH5kbSTZw,2014-10-22T01:36:11Z
youtube#playlistItem,xHDz2_clxzMzvRbN2LO6IKLXR8g,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlhzOTZoZ1VqLUNj,Xs96hgUj-Cc,2014-10-22T01:36:10Z
youtube#playlistItem,GYTxSg-Fwaghm7bu_Qx5-AAkBfE,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmhnSC0wU1NSbFdr,hgH-0SSRlWk,2014-10-22T01:36:11Z
youtube#playlistItem,uWMMwrwWEq0ecgLVqBk-iDO_Vjo,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkFrME00cl9zbmtR,Ak0M4r_snkQ,2014-10-22T01:36:10Z
youtube#playlistItem,Wd_zxEZPCV6qP3nMHuG2pA7SBCQ,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjU5VmlBdEtPZTkw,59ViAtKOe90,2014-10-21T16:55:35Z
youtube#playlistItem,btQPrpRkx-hI8ECRazb2l4Kded0,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkdtNXVKVTVBMWZB,Gm5uJU5A1fA,2014-10-16T03:24:13Z
youtube#playlistItem,lczfNj76ehCK6gIxNj5aSc6-cTc,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjF6RkNwVUZoR1Jj,1zFCpUFhGRc,2014-10-16T02:50:22Z
youtube#playlistItem,l3i9-sXMscma_HCudO_G-69T95U,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmhDNTk0Qm03bDE4,hC594Bm7l18,2014-10-16T01:50:04Z
youtube#playlistItem,ss8tVpYR3NHJ0waxRDB640fj7AE,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnpwTE4xdU5WODFJ,zpLN1uNV81I,2014-10-14T00:20:01Z
youtube#playlistItem,aLh-5WWH4yXO7R7Vox_7EoNFnX8,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjkwWDhEMGdXNXQ4,90X8D0gW5t8,2014-10-14T00:03:56Z
youtube#playlistItem,gfJOUeX9tkt_PRAGwc5m0xkWQoQ,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnVtOWNjYWFhMjIw,um9ccaaa220,2014-10-14T00:01:16Z
youtube#playlistItem,wplWgL6oFIjj8Pj7wvWWMk2rfJQ,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lk4yZko2V1BJNXhJ,N2fJ6WPI5xI,2014-10-13T23:34:25Z
youtube#playlistItem,ZeCTN1xL-JFqZmq1UYF7VrhhGP4,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjRMc21McHp0VE1n,4LsmLpztTMg,2014-10-13T23:12:48Z
youtube#playlistItem,XLdxVhLf2T5LmaOLijKq9gpB4C8,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkhlN19nS2p3NWdv,He7_gKjw5go,2014-10-13T22:32:46Z
youtube#playlistItem,zVdOmg1rDP7iaWFLMDn94Q95HMw,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkdiYzBQR3dUX25Z,Gbc0PGwT_nY,2014-10-13T22:25:22Z
youtube#playlistItem,SOaGm_rRh_0X-hn6U7hDEWr34eI,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkNzcHh4R3lpa1JV,CspxxGyikRU,2014-10-13T22:11:28Z
youtube#playlistItem,T_kJY8Wd9YTUPmvvzXTAAP33nDE,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmpqWTJ0UW1kOTRF,jjY2tQmd94E,2014-10-13T22:11:30Z
youtube#playlistItem,WaCBhkNXCK3IpHMDiEZmdTeaoRE,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlJ0VWtOREZvd080,RtUkNDFowO4,2014-10-13T22:10:25Z
youtube#playlistItem,tA4wDGhN2r0KzvklmYxWK52OuB4,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjJQa3hncktrenpJ,2PkxgrKkzzI,2014-10-13T17:19:17Z
youtube#playlistItem,9Fi-_YNsU5I0ZfwsIWfTgKZC7fA,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnNSVXViRG11bEZn,sRUubDmulFg,2014-10-09T18:24:40Z
youtube#playlistItem,gSFptbi786YMdlFvAE-YXKI6lzg,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjdCUWhwa0lfaEo4,7BQhpkI_hJ8,2014-10-09T15:30:20Z
youtube#playlistItem,Vtgq2c2LoIhYztF-B135IUrfozM,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmlHYmRGV0FFRlRR,iGbdFWAEFTQ,2014-10-08T12:46:31Z
youtube#playlistItem,tua3DHx78PfkRkSYVjwStYPPDVg,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmNaSVpzdFZXM1JZ,cZIZstVW3RY,2014-10-08T12:46:31Z
youtube#playlistItem,3ezwuB-n-6ruViKOIVpMX7wyvAk,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmZoN1hDcnAzOU1j,fh7XCrp39Mc,2014-10-08T12:46:31Z
youtube#playlistItem,SMT-x9jFopFqEy1RZMqOFwyvVdw,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmdLNkVjajN2YVpB,gK6Ecj3vaZA,2014-10-08T12:46:31Z
youtube#playlistItem,LnJ3fz2DC0AWId1fpgCrD6Q4eHY,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkFZeV9JblNmamlj,AYy_InSfjic,2014-10-08T12:46:31Z
youtube#playlistItem,s-GBiqse_L8bg95bKiZM3jLrW4c,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjUtZFZHcUc0bXA4,5-dVGqG4mp8,2014-10-08T12:46:31Z
youtube#playlistItem,Y6DVGzlpbTJW_gvN31cC0RdBWPs,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lk5ra08taFpwbUJB,NkkO-hZpmBA,2014-10-08T12:46:31Z
youtube#playlistItem,sqSQbQmWFvAljkiWllJLUiQdCuY,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlRVcWNkVGtia3ZN,TUqcdTkbkvM,2014-10-08T12:46:06Z
youtube#playlistItem,iglD-uK2CKwv8rCri1UADVg-Lec,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lkd2LXJ5MTFqaE5v,Gv-ry11jhNo,2014-10-08T12:45:59Z
youtube#playlistItem,SiG-utj3DeAjxjajuT-Vee71ZTM,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkFaVnFqMlZiNU1z,AZVqj2Vb5Ms,2014-10-02T17:48:48Z
youtube#playlistItem,Qbg7Wg24l7FW06LsRRCT0y12NQA,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkFhRkRjbHpEcjNv,AaFDclzDr3o,2014-10-02T17:48:48Z
youtube#playlistItem,cLMDD_9MVeDKT_7Hxg23eUQ8m3Y,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmU1emFjWVY2Z0Rj,e5zacYV6gDc,2014-10-02T17:48:48Z
youtube#playlistItem,LnVHOttfKmdBt2peqoJkPjIjvy0,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmJfNUxLNTdPMHhZ,b_5LK57O0xY,2014-10-02T17:48:48Z
youtube#playlistItem,1X5be_1f_kPYpptDgvlbkbREuZo,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lk5iVldZbUMyeDdJ,NbVWYmC2x7I,2014-10-02T17:48:47Z
youtube#playlistItem,xGLRQO7V63v1QxLtygNKX0LfKK8,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkFnak9qSnMzVFhF,AgjOjJs3TXE,2014-06-12T19:05:54Z
youtube#playlistItem,XM2R-rrAaWSo9TFYs6Wc_1eRfkI,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlNSYThNa3B4VWpz,SRa8MkpxUjs,2014-06-12T23:22:01Z
youtube#playlistItem,-XLV3e7mLpBKytY9-ze8R0AmpDc,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlJsaHZaLTkwUG1J,RlhvZ-90PmI,2014-06-07T16:46:21Z
youtube#playlistItem,oBx-l7AcPwo75oxH7tppPTfZysA,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnRWcmVVeFlqUFFz,tVreUxYjPQs,2014-06-07T15:36:35Z
youtube#playlistItem,5QVHqbY5_pPRa3ucekWGlBGAOAM,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkpfZ05XeFJHMkpJ,J_gNWxRG2JI,2014-06-04T14:57:56Z
youtube#playlistItem,Fy9nGxQM7F9lb8HHXuDoeGlqj28,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnluQm94TmhGbGtj,ynBoxNhFlkc,2014-05-05T16:38:13Z
youtube#playlistItem,V289rCepizt9sCAbzvnA8Q7Beds,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Li1NdU1TSWV3MU9v,-MuMSIew1Oo,2014-05-05T16:38:12Z
youtube#playlistItem,kCtkeIN6hZokjZrjK2HmTlI1G10,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkZVZGloeWhRZk9z,FUdihyhQfOs,2014-05-05T16:35:54Z
youtube#playlistItem,mhIK2p3sbasQxiULo8_CN8Tmg1g,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmtwWFk5bDhFQUU0,kpXY9l8EAE4,2014-05-03T15:55:38Z
youtube#playlistItem,LGy-uF_qbIhioWsoy2I2j9P32xo,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkhVN19WaUJaMzU0,HU7_ViBZ354,2014-05-03T15:44:18Z
youtube#playlistItem,J1mok7aPbi7VoTiyzHaVA_DhAjY,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnVXSHl5TUx2WWJv,uWHyyMLvYbo,2014-05-03T15:15:08Z
youtube#playlistItem,INajm1x1vbakxtUTAOyufYPUpyA,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkFVWGxUZE1UTDFj,AUXlTdMTL1c,2014-05-02T16:57:32Z
youtube#playlistItem,rb9LLtXjx8uvQWUtqmTnCnZjPk4,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjJSMk9CdlJFMHBR,2R2OBvRE0pQ,2014-04-30T17:35:15Z
youtube#playlistItem,79yuL1jYtr9sYEZYHbIwGRWxNo8,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjFQNXdDc0EzYlIw,1P5wCsA3bR0,2014-04-30T17:20:01Z
youtube#playlistItem,5JDCOnsd6tHarp7QFrLYcPz4QWA,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmdLaHFSY2ttNUpr,gKhqRckm5Jk,2014-04-26T15:34:28Z
youtube#playlistItem,V0OWJUaISJMrscBE4cIAOOtjMv8,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmZRV19kNDFrdlU0,fQW_d41kvU4,2014-04-26T15:34:22Z
youtube#playlistItem,H81g4A8k4Aaqf-j9Tox1F1fNCVM,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlotbjBkQzZHYktN,Z-n0dC6GbKM,2014-03-29T00:48:14Z
youtube#playlistItem,pS4NBIwDc2PyN12JhoDpASVrIoc,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnRBVkw0ejRtbGZZ,tAVL4z4mlfY,2014-03-29T00:51:51Z
youtube#playlistItem,FSoEF3inPS3bgTGrJ2u730hHqQE,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmlEYUM0TFV1emh3,iDaC4LUuzhw,2014-03-29T00:55:52Z
youtube#playlistItem,8f40IafGGE077_AUotKG7McdLg8,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmRNYWVpVGZKRzNn,dMaeiTfJG3g,2014-03-29T00:58:16Z
youtube#playlistItem,gYD-1a2i36mkfvWb5B9OWYpo9m4,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkZCY21yMmlfY3dN,FBcmr2i_cwM,2014-03-29T00:59:03Z
youtube#playlistItem,Y0ttvmSlQeGG8WSRPV5MoYmF9Ac,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LktEWXZIOEx3cFRB,KDYvH8LwpTA,2014-03-21T15:27:15Z
youtube#playlistItem,i33_7PnfAyj9JhsEfJ2jp1nT5ss,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkhvcnFBeWdjbEdN,HorqAygclGM,2014-03-20T00:38:27Z
youtube#playlistItem,qZM3qsBHhkyyTMrllr-1qU4_WPM,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LktUQllqQnJwNUh3,KTBYjBrp5Hw,2014-03-20T00:02:41Z
youtube#playlistItem,vvTqBf8yrQwRDr07n1NW5mQw_8o,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lmtnb2tLaVBYU1Fj,kgokKiPXSQc,2014-03-19T23:33:24Z
youtube#playlistItem,xrUiQkugnr79D0LvJdsc2jRXyUU,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnNQektjV25QbFNJ,sPzKcWnPlSI,2014-03-19T22:30:20Z
youtube#playlistItem,2_kmCgLtN-YDO62NtJ2InREHUTc,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlR2V1gwWmcwTHlJ,TvWX0Zg0LyI,2014-03-19T18:56:47Z
youtube#playlistItem,lJX1tQE7m1HkaSCMdtB0kIR2WGU,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmRBOTcwdklqWWNz,dA970vIjYcs,2014-03-19T18:56:47Z
youtube#playlistItem,g7q-At8CPwfms_b7dtuP0xdAZnA,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkVrUVBtcWt2YWNN,EkQPmqkvacM,2014-03-19T18:56:47Z
youtube#playlistItem,UdaWN627DrDtg6_OxTJqFAwrz48,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjNlS1p3b2tBd3R3,3eKZwokAwtw,2014-03-19T18:56:45Z
youtube#playlistItem,SBCF6qmpzLZ7_uT6eaX6GcGVjVU,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Ll9ZVnloZWFXTDVr,_YVyheaWL5k,2014-02-16T23:59:40Z
youtube#playlistItem,vn_AekIIDZL698SESnstToNPwGI,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkZaUEx2YWtWSHlJ,FZPLvakVHyI,2014-02-16T17:25:01Z
youtube#playlistItem,ocuheYyZEEiWDzEEw4RP6DfaYGE,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lm9RNlI5MUo3Mjdv,oQ6R91J727o,2014-02-12T23:29:23Z
youtube#playlistItem,XVC44r-nXGlctOnUqimPyXpRM34,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnhUeWlYRDEyc2tv,xTyiXD12sko,2014-02-12T23:19:25Z
youtube#playlistItem,2qHgFVZqhMDFYjrU26squJvjI74,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjA0VlRsUTM3QzA4,04VTlQ37C08,2014-02-12T23:14:45Z
youtube#playlistItem,YxeAAvmSC0eYPUBMJJPzt939Oo4,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lm04LU1QeFMwNnFj,m8-MPxS06qc,2014-02-12T23:07:24Z
youtube#playlistItem,QL9_NYjL6_-2jbyLeZdDcmyHPSU,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlQ4SXhoMTJRSFFB,T8Ixh12QHQA,2014-02-11T16:09:23Z
youtube#playlistItem,pJlRoLRrBDvop2wqqh0WhP0oVJ0,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjFLcUx2dEJrNmhR,1KqLvtBk6hQ,2014-02-10T02:14:36Z
youtube#playlistItem,UMjLXwuv84AAJ6dZaYaG23iSy7U,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmVDcTJMVDV5N3ZV,eCq2LT5y7vU,2014-02-10T01:37:42Z
youtube#playlistItem,WFdcDglQJkyjTq_mCbv-faTdaaQ,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkVqQU1QQnlmNFpJ,EjAMPByf4ZI,2014-02-10T00:59:05Z
youtube#playlistItem,Hy9OycIhN5kIwjRnlQzlH9_D_ic,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjZMNTlXaWUxMUdv,6L59Wie11Go,2014-02-09T23:37:46Z
youtube#playlistItem,9TqHviggNoxFzcmumOFgXusIxJQ,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Li1ENHZsRi1RdUJB,-D4vlF-QuBA,2014-02-09T23:08:44Z
youtube#playlistItem,KfM9Th2sMVeEG-SqkwlMigYqUbU,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkpvZzYxQzBTTmRN,Jog61C0SNdM,2014-02-09T22:59:12Z
youtube#playlistItem,x0tKW_Wb6MPZDiMTRPuuzYNgPoI,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjZPTW90UW83YUVF,6OMotQo7aEE,2014-02-06T00:58:07Z
youtube#playlistItem,zopfIAcc9rIGJekeoDOsKS2hYz0,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkxEX1FlSF9FV253,LD_QeH_EWnw,2014-01-31T16:59:11Z
youtube#playlistItem,mH7gRneVU11IJwNX5--C1jvk-9A,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnVGQnhKVjdxRXNF,uFBxJV7qEsE,2014-01-31T16:47:38Z
youtube#playlistItem,g946S0LGdhFELprnlYedf_Jbed8,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LllncjZ5cFNtc1F3,Ygr6ypSmsQw,2014-01-31T16:20:35Z
youtube#playlistItem,GVNQJu8MxScNandkC9uXrsQWY3U,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lm5uajZBSTRyRXdn,nnj6AI4rEwg,2014-01-31T16:19:38Z
youtube#playlistItem,LbIa4wMvtUsRhLTSGl-ceZtixho,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lm5WdU53b21xZkdj,nVuNwomqfGc,2014-01-31T14:16:00Z
youtube#playlistItem,HrjK3anXsc82K8lE6Bn5zA5BE6w,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjNhdVJjeVU0VHhV,3auRcyU4TxU,2014-01-25T22:22:46Z
youtube#playlistItem,3cvMDvS1_43zrgdxA3m15lI-o4M,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmpfRzVYTUo2cW5N,j_G5XMJ6qnM,2014-01-25T22:12:40Z
youtube#playlistItem,Yv0jW73GHeMecizIu3QYjjTI5mI,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmdiWjNiMGJLT1pr,gbZ3b0bKOZk,2014-01-25T21:50:17Z
youtube#playlistItem,Wm3QVSQujqUs-Yzpi-aMNce9N9o,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LkplLXdzWUw1Rndr,Je-wsYL5Fwk,2014-01-25T21:39:23Z
youtube#playlistItem,kFPLW7tTKzIr6drtYPbG0SKH5vE,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lm5TQVluOUx5TDZv,nSAYn9LyL6o,2014-01-25T21:28:48Z
youtube#playlistItem,iHfkk_rTH77G5Vef71iQJtbeKY0,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LllDRzRCbTBEdk8w,YCG4Bm0DvO0,2014-01-23T23:55:08Z
youtube#playlistItem,dC4a_AHClCvgv8gM4x5j-ljokDc,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LllubFpOTHpkWFdF,YnlZNLzdXWE,2014-01-23T23:50:10Z
youtube#playlistItem,Y5ARJAK7C1gxrGB96fkpss9dRH8,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmhPM1Qta29xVDVV,hO3T-koqT5U,2014-01-23T18:30:38Z
youtube#playlistItem,E9fUogPyh83Y7WjYH7gW5sfKE6w,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LmtRSmE4MS1DT2h3,kQJa81-COhw,2014-01-23T18:15:25Z
youtube#playlistItem,MQ7rSDIspZch4_imal4Tz45v35o,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3Lkk3V2pwMnpneDB3,I7Wjp2zgx0w,2014-01-23T17:56:50Z
youtube#playlistItem,GoaF0ptRn-_Xv3qVUXQ36fMvnWQ,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LjVoaEh3enZpUzN3,5hhHwzviS3w,2014-01-23T17:39:31Z
youtube#playlistItem,oEE-dJcSErOPDk-C6ccnY5c3BfQ,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlJhUjJnLWgtV29J,RaR2g-h-WoI,2013-11-17T02:58:15Z
youtube#playlistItem,SlBImTIUr7HVuWQS0bWlA_Quq3c,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LnFZUzBmWnFNb0gw,qYS0fZqMoH0,2013-10-24T00:53:02Z
youtube#playlistItem,h6mLYBoYQOcXeebYZJb8mXXMAko,VVUyRW5JX0kyX1NEcFRfV1lYRXNsVWl3LlJUeHEzMElfRFRz,RTxq30I_DTs,2013-10-24T00:44:09Z
